"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1_sim","res_2_sim","dem_1_sim","dem_2_sim","dem_3_sim"
585,2,1,1,2,2,16,79,1,NA
586,NA,NA,1,1,2,15,23,NA,2
587,NA,NA,1,1,NA,16,39,1,NA
588,1,NA,1,2,NA,13,32,1,NA
589,1,NA,NA,NA,2,9,63,NA,1
590,1,1,1,2,1,10,NA,NA,NA
591,1,2,1,1,2,NA,87,1,2
592,2,NA,1,NA,NA,6,NA,1,NA
593,NA,1,1,NA,2,NA,NA,NA,2
594,NA,1,1,NA,3,NA,89,NA,NA
595,1,NA,1,2,2,NA,NA,NA,2
596,NA,NA,NA,2,NA,NA,70,NA,NA
597,NA,NA,1,2,NA,NA,57,NA,2
598,1,1,1,NA,3,NA,NA,1,2
599,2,NA,NA,1,NA,7,60,1,NA
600,2,1,1,2,1,9,48,NA,2
601,2,1,NA,NA,NA,NA,20,1,2
602,NA,1,1,NA,2,NA,NA,1,2
603,1,1,NA,2,2,14,15,1,2
604,2,1,1,1,NA,14,68,NA,NA
605,NA,1,NA,1,2,NA,NA,NA,NA
606,2,1,1,NA,1,9,NA,4,NA
607,1,2,NA,NA,NA,NA,85,1,2
608,1,NA,1,1,2,NA,76,NA,NA
609,NA,NA,1,NA,1,NA,NA,NA,2
610,NA,NA,NA,1,NA,2,14,1,2
611,NA,1,1,1,2,NA,68,1,NA
612,2,1,1,1,1,4,60,1,NA
613,2,NA,1,NA,NA,5,NA,3,1
614,NA,NA,1,1,2,15,89,NA,2
615,1,NA,NA,NA,2,NA,NA,1,2
616,2,NA,NA,2,2,NA,77,NA,2
617,2,1,NA,NA,1,12,NA,NA,NA
618,NA,1,1,NA,NA,NA,18,1,2
619,NA,1,NA,1,NA,15,NA,1,2
620,1,NA,1,NA,NA,15,68,NA,2
621,NA,1,NA,NA,2,2,40,2,NA
622,2,1,1,1,2,NA,42,NA,2
623,1,1,NA,2,NA,9,NA,NA,2
624,2,NA,1,NA,2,3,1,NA,2
625,2,NA,1,NA,NA,3,89,3,2
626,1,1,1,2,1,16,43,1,2
627,2,NA,1,1,2,NA,NA,3,NA
628,NA,NA,1,2,2,2,67,NA,1
629,NA,1,1,1,NA,12,NA,1,1
630,NA,1,NA,NA,2,8,NA,NA,2
631,NA,1,NA,NA,2,NA,9,NA,2
632,2,1,NA,2,2,8,NA,2,2
633,1,1,1,2,NA,9,76,1,NA
634,2,1,NA,1,NA,3,46,NA,NA
635,2,NA,NA,NA,2,10,85,1,2
636,NA,1,NA,2,2,NA,21,NA,NA
637,NA,1,NA,2,NA,NA,58,NA,NA
638,1,NA,1,2,1,NA,34,NA,2
639,2,1,2,NA,NA,1,NA,1,1
640,NA,NA,1,2,NA,15,NA,1,NA
641,1,1,1,2,NA,NA,42,NA,2
642,1,NA,1,NA,NA,13,40,1,1
643,2,NA,1,NA,1,16,61,NA,NA
644,NA,NA,NA,NA,NA,15,NA,NA,NA
645,2,1,1,1,NA,4,8,NA,2
646,NA,NA,1,NA,1,12,36,2,NA
647,1,1,1,NA,2,11,NA,NA,NA
648,NA,1,1,NA,NA,8,67,NA,NA
649,2,1,2,2,2,NA,NA,1,NA
650,2,NA,NA,2,NA,NA,NA,4,2
651,NA,2,2,NA,2,NA,3,NA,1
652,NA,NA,NA,NA,1,4,30,2,NA
653,NA,1,1,1,2,NA,NA,NA,2
654,NA,NA,1,1,NA,3,NA,NA,NA
655,1,NA,1,NA,2,8,11,1,2
656,2,NA,NA,1,2,6,50,3,2
657,2,NA,NA,NA,2,NA,8,1,2
658,NA,1,NA,NA,2,1,NA,NA,2
659,NA,1,1,1,NA,NA,77,1,2
660,1,NA,1,NA,2,16,NA,NA,2
661,2,1,NA,NA,NA,13,NA,1,2
662,2,1,1,NA,NA,NA,NA,NA,NA
663,NA,1,NA,2,2,NA,2,1,2
664,2,NA,1,1,3,NA,NA,1,2
665,NA,1,1,1,3,NA,NA,1,2
666,2,1,1,1,3,NA,80,4,2
667,NA,1,1,NA,2,4,NA,NA,2
668,2,NA,NA,1,2,15,NA,1,2
669,2,1,NA,1,NA,15,NA,1,2
670,NA,NA,1,2,NA,16,NA,NA,2
671,NA,1,1,2,1,16,35,1,2
672,1,1,1,NA,1,3,36,NA,2
673,NA,1,1,1,3,4,NA,NA,2
674,2,1,NA,2,2,NA,9,NA,2
675,1,2,NA,NA,3,14,NA,1,2
676,NA,NA,1,NA,2,NA,19,1,2
677,2,NA,1,1,NA,NA,2,NA,NA
678,2,1,1,2,2,9,NA,NA,NA
679,2,NA,1,2,1,4,NA,1,NA
680,2,1,1,2,3,16,61,NA,2
681,2,1,NA,2,3,NA,NA,1,2
682,NA,NA,1,NA,NA,1,NA,NA,2
683,NA,1,NA,NA,NA,14,NA,1,2
684,2,NA,1,NA,3,4,62,NA,2
685,NA,NA,1,1,1,NA,12,1,NA
686,1,1,NA,2,2,NA,10,3,NA
687,NA,NA,1,NA,2,3,NA,2,NA
688,NA,NA,1,NA,3,8,6,1,2
689,2,2,1,1,3,NA,83,NA,NA
690,1,NA,NA,2,2,9,NA,3,NA
691,1,1,1,1,2,16,58,2,NA
692,1,NA,1,2,NA,NA,NA,1,2
693,NA,NA,NA,NA,2,11,NA,NA,2
694,2,NA,1,2,2,16,59,1,2
695,2,NA,1,2,1,1,82,1,NA
696,2,1,2,1,2,10,28,2,2
697,2,NA,NA,NA,2,NA,69,1,2
698,NA,1,1,2,1,3,NA,1,NA
699,2,1,1,NA,2,NA,NA,NA,2
700,2,NA,1,2,2,15,6,1,NA
701,NA,NA,1,2,2,3,NA,2,2
702,1,1,1,1,2,NA,NA,1,NA
703,2,1,NA,2,1,8,33,2,2
704,1,1,1,1,NA,NA,NA,NA,NA
705,NA,1,1,2,3,4,NA,NA,NA
706,2,NA,1,2,1,15,NA,NA,2
707,2,1,1,2,1,NA,NA,1,2
708,2,NA,1,NA,2,NA,NA,NA,2
709,NA,NA,NA,NA,1,12,NA,NA,NA
710,NA,NA,NA,1,1,5,NA,NA,2
711,2,1,1,1,NA,9,60,1,2
712,NA,1,NA,1,NA,NA,NA,NA,2
713,2,1,NA,1,NA,9,1,NA,2
714,NA,NA,NA,NA,NA,15,51,1,2
715,2,NA,NA,NA,3,10,0,1,NA
716,2,NA,1,2,2,8,49,1,2
717,2,1,1,1,2,NA,62,2,2
718,2,1,NA,2,NA,NA,NA,NA,NA
719,2,NA,NA,NA,1,NA,81,NA,NA
720,2,1,1,1,2,5,6,3,2
721,1,1,NA,NA,NA,4,10,2,NA
722,1,NA,NA,1,3,9,81,1,2
723,NA,NA,1,1,1,10,16,1,2
724,1,1,1,2,2,2,15,2,2
725,NA,NA,NA,NA,3,NA,NA,1,NA
726,NA,NA,NA,2,NA,8,39,NA,2
727,NA,1,NA,2,1,NA,NA,NA,2
728,2,NA,NA,1,1,NA,NA,1,NA
729,2,1,1,NA,2,NA,67,NA,NA
730,2,1,NA,1,1,NA,NA,NA,2
731,1,2,NA,1,2,2,1,1,NA
732,2,1,1,1,2,NA,38,1,NA
733,2,NA,1,2,NA,14,NA,NA,NA
734,NA,NA,NA,1,NA,12,NA,1,2
735,2,1,NA,2,NA,16,NA,NA,NA
736,NA,1,1,2,2,6,19,NA,2
737,NA,1,1,NA,2,9,NA,NA,NA
738,2,2,NA,NA,NA,4,36,1,2
739,2,1,2,NA,2,NA,NA,1,NA
740,2,1,NA,2,3,14,NA,2,NA
741,2,NA,1,2,1,9,25,1,2
742,2,NA,1,2,NA,12,NA,1,NA
743,2,1,1,2,NA,NA,83,1,2
744,2,1,NA,1,1,NA,31,NA,2
745,2,1,1,1,NA,NA,19,1,2
746,NA,1,1,1,2,NA,NA,2,2
747,1,NA,NA,1,3,NA,NA,NA,2
748,2,1,1,1,2,9,NA,1,2
749,1,1,1,NA,2,4,NA,1,2
750,NA,1,1,2,2,NA,72,NA,NA
751,1,1,NA,NA,NA,4,14,1,NA
752,2,NA,NA,NA,2,NA,NA,1,2
753,NA,1,1,NA,2,NA,NA,4,NA
754,NA,1,NA,2,1,6,NA,1,NA
755,2,1,1,NA,1,NA,22,2,2
756,1,1,1,2,2,3,3,NA,NA
757,1,1,1,NA,2,NA,69,NA,2
758,1,1,NA,NA,2,2,8,NA,2
759,NA,2,1,2,NA,5,NA,NA,NA
760,2,1,1,NA,NA,1,28,3,2
761,2,NA,1,1,NA,11,45,1,2
762,1,NA,NA,2,1,15,NA,1,2
763,2,NA,1,2,3,8,69,1,2
764,2,NA,1,1,NA,1,39,1,NA
765,1,1,1,NA,2,NA,1,1,2
766,2,NA,NA,2,NA,16,NA,1,2
767,2,1,NA,2,NA,NA,NA,1,NA
768,NA,NA,1,1,NA,15,28,2,NA
769,1,1,NA,1,NA,9,79,1,NA
770,2,1,NA,1,NA,2,34,2,2
771,NA,1,NA,1,NA,2,30,NA,2
772,1,NA,NA,2,1,NA,19,1,NA
773,NA,1,1,1,1,10,17,NA,1
774,1,1,1,NA,2,9,56,1,NA
775,2,NA,1,1,NA,NA,NA,3,NA
776,NA,1,NA,NA,2,6,NA,NA,2
777,2,2,NA,2,1,NA,4,NA,NA
778,2,2,1,1,NA,NA,23,1,NA
779,NA,NA,1,2,2,7,26,NA,2
780,2,NA,1,2,NA,16,NA,NA,1
781,2,NA,1,2,NA,6,NA,NA,2
782,NA,NA,NA,NA,NA,2,NA,NA,2
783,2,1,NA,2,3,NA,28,1,NA
784,2,NA,2,1,3,10,78,3,1
785,2,NA,NA,NA,1,NA,3,1,NA
786,1,1,NA,2,2,1,NA,NA,NA
787,NA,NA,1,2,NA,NA,33,1,NA
788,2,1,1,2,NA,1,NA,NA,NA
789,1,NA,1,2,1,NA,53,1,2
790,1,NA,1,NA,2,NA,17,1,2
791,NA,NA,NA,NA,3,NA,NA,NA,2
792,2,NA,1,NA,NA,NA,41,NA,2
793,NA,NA,NA,NA,3,NA,NA,1,2
794,2,NA,1,NA,NA,NA,NA,NA,NA
795,NA,NA,NA,2,3,NA,NA,1,2
796,NA,NA,NA,NA,1,11,89,1,2
797,2,1,NA,NA,NA,10,45,NA,NA
798,1,NA,NA,NA,NA,1,4,1,NA
799,NA,1,NA,NA,3,15,86,1,2
800,NA,1,NA,NA,NA,NA,60,NA,2
801,NA,NA,1,NA,NA,6,NA,3,2
802,1,NA,NA,NA,1,14,24,NA,NA
803,2,1,1,2,2,1,13,1,2
804,2,NA,NA,NA,1,7,61,1,NA
805,NA,1,1,NA,NA,16,32,1,NA
806,1,NA,2,NA,3,14,89,NA,NA
807,2,NA,NA,NA,3,3,5,NA,NA
808,2,1,1,NA,1,16,68,1,2
809,1,1,1,2,2,NA,51,1,2
810,2,NA,1,1,1,2,17,NA,2
811,1,NA,1,NA,NA,16,NA,NA,NA
812,2,1,1,1,2,8,NA,2,NA
813,1,1,1,NA,NA,10,NA,1,2
814,NA,1,1,NA,NA,16,47,1,2
815,1,NA,1,1,NA,14,NA,1,2
816,2,1,1,NA,NA,14,NA,2,2
817,2,2,1,1,1,9,52,1,2
818,NA,1,1,1,1,NA,48,NA,2
819,NA,NA,NA,2,2,16,NA,1,NA
820,NA,1,1,NA,NA,5,74,NA,2
821,2,1,1,1,NA,8,NA,NA,NA
822,NA,1,1,1,NA,NA,NA,NA,NA
823,NA,1,1,2,NA,NA,NA,1,2
824,1,1,NA,1,1,3,10,NA,2
825,2,NA,NA,2,3,NA,NA,1,2
826,2,NA,NA,2,2,NA,59,1,2
827,NA,2,1,1,2,2,NA,1,2
828,2,1,1,2,NA,4,NA,NA,2
829,2,NA,NA,NA,NA,NA,8,NA,NA
830,NA,1,NA,NA,3,12,NA,1,2
831,1,1,1,NA,NA,2,3,2,1
832,NA,NA,NA,NA,1,NA,66,1,NA
833,2,1,NA,NA,NA,2,38,NA,NA
834,2,1,NA,1,3,NA,40,1,2
835,NA,NA,1,NA,2,8,58,NA,2
836,NA,NA,1,2,2,11,NA,1,2
837,NA,1,NA,1,3,15,NA,1,NA
838,1,NA,NA,2,2,NA,5,1,2
839,NA,1,NA,2,NA,NA,81,NA,1
840,2,NA,1,1,1,NA,NA,1,2
841,NA,NA,1,1,2,4,NA,1,2
842,2,2,NA,NA,NA,13,90,1,2
843,NA,NA,1,2,NA,7,47,1,2
844,NA,1,NA,NA,1,NA,NA,NA,2
845,1,NA,1,2,NA,4,NA,1,2
846,NA,1,1,2,NA,8,NA,1,2
847,1,2,NA,2,2,4,25,1,NA
848,NA,NA,NA,2,NA,13,75,1,2
849,2,NA,NA,2,3,7,35,1,2
850,NA,1,1,NA,2,6,87,NA,2
851,NA,1,1,NA,NA,15,NA,1,2
852,1,1,1,NA,1,13,NA,NA,2
853,2,1,NA,NA,NA,15,81,1,1
854,NA,1,1,1,NA,NA,NA,1,NA
855,2,NA,NA,1,NA,NA,24,1,2
856,1,1,1,2,2,10,NA,1,2
857,NA,1,1,2,2,12,59,NA,2
858,1,2,NA,NA,2,8,15,1,NA
859,2,1,NA,1,NA,16,44,3,2
860,NA,NA,1,2,NA,12,7,3,NA
861,NA,NA,1,1,3,15,NA,NA,2
862,NA,NA,2,NA,1,NA,43,1,NA
863,1,1,1,2,NA,7,81,1,2
864,1,1,NA,NA,NA,NA,66,NA,2
865,2,1,1,1,1,NA,NA,1,NA
866,1,1,1,NA,1,9,NA,2,NA
867,1,NA,NA,2,2,NA,16,1,NA
868,2,NA,NA,NA,1,13,58,NA,2
869,NA,1,NA,1,2,4,89,1,NA
870,NA,NA,NA,2,2,NA,NA,1,NA
871,NA,1,1,NA,NA,10,NA,1,NA
872,2,1,1,NA,2,NA,NA,NA,NA
873,NA,NA,1,NA,NA,NA,40,NA,2
874,2,1,1,1,3,6,57,1,NA
875,2,1,NA,NA,2,12,85,1,NA
876,NA,1,1,NA,NA,16,NA,1,NA
877,NA,NA,1,1,3,NA,NA,2,2
878,2,1,NA,2,NA,8,55,NA,NA
879,2,NA,1,NA,NA,8,NA,1,NA
880,1,NA,1,NA,2,9,NA,1,NA
881,NA,1,NA,2,1,12,NA,1,NA
882,2,1,1,NA,NA,NA,NA,1,2
883,2,2,1,2,2,11,NA,1,2
884,1,1,1,2,2,NA,61,NA,2
885,NA,NA,NA,2,NA,12,21,1,2
886,1,NA,NA,2,NA,NA,30,1,2
887,1,NA,NA,NA,2,NA,67,NA,NA
888,NA,NA,1,1,2,NA,9,1,2
889,NA,1,NA,NA,NA,16,NA,1,2
890,NA,2,NA,2,3,NA,26,1,2
891,NA,NA,NA,2,NA,NA,0,3,2
892,2,1,1,2,2,10,7,NA,NA
893,2,NA,NA,NA,NA,2,11,1,2
894,NA,NA,1,2,1,8,NA,NA,NA
895,1,1,NA,NA,NA,NA,NA,1,NA
896,2,NA,1,1,1,12,59,1,1
897,NA,1,1,NA,2,NA,NA,1,2
898,1,NA,1,NA,NA,6,NA,1,2
899,NA,1,NA,NA,NA,12,70,1,NA
900,1,1,2,1,NA,NA,8,1,2
901,NA,2,1,2,NA,13,42,1,NA
902,2,NA,NA,1,2,12,44,4,2
903,2,NA,NA,NA,3,NA,16,NA,2
904,NA,NA,1,2,NA,NA,87,NA,2
905,1,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,1,NA,1,2,11,64,NA,2
907,1,NA,1,2,1,1,NA,NA,2
908,NA,1,1,1,1,3,29,1,NA
909,NA,NA,1,NA,NA,3,NA,NA,NA
910,NA,1,1,1,NA,NA,6,NA,1
911,NA,NA,NA,NA,2,3,67,NA,NA
912,2,NA,1,1,NA,8,56,NA,2
913,NA,NA,NA,NA,2,12,NA,NA,NA
914,NA,NA,1,1,1,3,NA,NA,2
915,NA,NA,NA,NA,NA,9,44,NA,NA
916,NA,1,NA,NA,2,NA,NA,NA,2
917,2,1,1,2,3,15,NA,NA,2
918,1,1,NA,1,2,NA,90,1,2
919,NA,1,NA,1,NA,NA,NA,NA,2
920,NA,NA,NA,NA,NA,1,5,1,NA
921,2,1,1,NA,NA,8,10,1,NA
922,NA,NA,NA,1,NA,NA,6,1,2
923,2,NA,NA,NA,2,2,9,1,NA
924,2,1,NA,NA,1,NA,63,1,2
925,1,NA,1,1,2,11,29,NA,2
926,1,2,NA,NA,NA,9,NA,1,2
927,1,NA,NA,NA,NA,10,62,4,2
928,NA,NA,1,NA,NA,6,76,1,2
929,NA,1,1,1,NA,NA,31,1,2
930,NA,1,1,NA,NA,9,NA,2,NA
931,2,1,1,1,2,2,NA,NA,2
932,NA,1,1,NA,NA,NA,31,1,2
933,2,1,NA,2,2,NA,49,NA,2
934,2,1,NA,1,2,14,NA,1,1
935,2,NA,NA,NA,NA,7,NA,1,2
936,NA,1,NA,NA,NA,NA,NA,1,2
937,2,NA,1,NA,3,14,NA,NA,2
938,NA,1,1,1,2,NA,75,NA,NA
939,NA,NA,1,NA,2,NA,NA,NA,NA
940,2,1,1,1,NA,14,29,NA,2
941,NA,1,NA,2,NA,NA,74,NA,2
942,NA,1,2,2,1,NA,NA,3,2
943,1,1,1,2,1,8,NA,1,2
944,1,NA,1,2,3,NA,64,NA,2
945,NA,NA,2,NA,NA,NA,66,NA,NA
946,NA,NA,NA,NA,1,NA,59,NA,2
947,NA,1,1,1,2,NA,80,NA,NA
948,2,1,1,2,3,11,NA,1,NA
949,NA,NA,1,2,1,NA,NA,NA,NA
950,1,NA,NA,NA,2,7,60,1,NA
951,1,NA,1,1,NA,9,NA,NA,2
952,NA,1,1,2,1,2,88,1,2
953,NA,1,1,NA,3,11,57,2,NA
954,NA,NA,1,1,1,8,34,1,2
955,1,1,1,NA,NA,7,72,1,2
956,2,1,1,2,3,NA,51,NA,NA
957,NA,1,NA,1,NA,16,NA,3,2
958,2,1,NA,1,2,14,18,NA,2
959,2,1,1,1,2,NA,NA,1,2
960,1,1,1,2,NA,NA,25,1,2
961,2,1,NA,2,2,10,84,NA,NA
962,NA,1,NA,NA,3,NA,15,1,2
963,NA,1,NA,1,1,15,NA,NA,2
964,NA,2,NA,NA,NA,NA,36,NA,2
965,2,1,NA,1,NA,9,64,NA,2
966,NA,NA,1,2,2,NA,19,1,NA
967,NA,1,NA,NA,1,NA,76,NA,NA
968,2,1,1,NA,1,NA,5,1,NA
969,NA,NA,NA,1,2,NA,NA,2,2
970,NA,1,1,NA,2,6,NA,1,1
971,NA,NA,1,NA,2,4,NA,NA,2
972,2,1,NA,2,1,14,33,1,NA
973,2,1,NA,1,NA,NA,NA,1,NA
974,1,1,1,NA,2,NA,65,1,NA
975,2,1,1,NA,2,NA,NA,1,2
976,NA,1,NA,2,3,15,34,2,2
977,2,1,1,1,1,12,NA,1,NA
978,2,1,1,NA,3,10,NA,1,NA
979,1,1,1,2,NA,6,NA,1,2
980,2,1,2,2,NA,10,NA,2,2
981,2,1,NA,1,NA,9,26,1,2
982,1,1,NA,1,NA,NA,8,1,2
983,1,1,NA,2,1,13,NA,2,2
984,NA,NA,1,NA,2,NA,89,2,2
985,2,NA,NA,1,NA,2,NA,NA,2
986,1,NA,NA,NA,NA,7,72,NA,1
987,NA,1,1,NA,2,NA,72,NA,1
988,2,NA,1,NA,1,NA,47,NA,NA
989,NA,NA,1,NA,NA,16,57,NA,NA
990,2,1,1,2,2,16,50,NA,NA
991,2,NA,1,1,2,12,9,NA,NA
992,2,NA,1,NA,NA,12,NA,NA,2
993,1,NA,NA,NA,1,NA,89,NA,2
994,2,1,NA,2,NA,NA,84,1,NA
995,NA,NA,1,2,2,16,18,1,2
996,2,1,NA,1,2,NA,49,1,NA
997,NA,NA,1,NA,1,8,37,2,NA
998,2,NA,NA,NA,2,NA,68,1,2
999,2,NA,2,2,1,NA,41,NA,2
1000,NA,NA,NA,2,NA,NA,67,4,NA
1001,2,1,1,1,2,8,NA,1,2
1002,2,1,NA,1,3,NA,NA,4,NA
1003,NA,NA,1,2,1,NA,NA,NA,2
1004,2,2,1,1,NA,7,32,NA,2
1005,2,1,NA,2,2,NA,7,1,2
1006,NA,NA,1,NA,NA,16,6,1,2
1007,NA,NA,1,1,NA,14,NA,1,2
1008,1,NA,NA,2,3,NA,NA,2,2
1009,1,NA,NA,NA,2,7,29,3,NA
1010,1,1,1,NA,1,1,NA,NA,NA
1011,2,2,1,2,NA,4,NA,2,2
1012,2,NA,1,NA,NA,7,87,NA,2
1013,2,1,NA,NA,2,NA,1,NA,2
1014,NA,1,NA,NA,NA,16,NA,1,NA
1015,2,1,NA,NA,NA,NA,NA,1,2
1016,NA,2,NA,NA,3,NA,NA,1,2
1017,NA,2,1,2,1,NA,4,NA,2
1018,2,1,1,1,2,3,42,NA,NA
1019,2,2,1,1,1,10,85,NA,NA
1020,2,1,1,2,NA,10,13,NA,NA
1021,NA,2,1,2,2,NA,72,3,2
1022,NA,NA,1,NA,NA,1,NA,NA,2
1023,2,1,1,2,2,10,NA,NA,2
1024,2,NA,NA,2,NA,NA,11,NA,NA
1025,1,NA,NA,NA,1,NA,26,3,NA
1026,NA,1,1,NA,NA,4,88,1,2
1027,NA,NA,NA,NA,2,2,NA,4,NA
1028,2,NA,1,2,3,NA,NA,3,NA
1029,NA,1,NA,NA,NA,NA,71,NA,2
1030,1,2,NA,2,2,10,NA,NA,NA
1031,2,1,2,2,1,9,84,1,NA
1032,NA,NA,1,1,NA,14,88,1,2
1033,NA,1,1,NA,NA,NA,43,1,2
1034,NA,1,NA,2,1,2,43,NA,NA
1035,2,1,NA,2,NA,NA,11,NA,NA
1036,2,1,2,2,2,7,71,NA,NA
1037,1,1,NA,1,NA,6,27,1,NA
1038,1,1,1,1,NA,NA,NA,2,2
1039,1,NA,NA,1,1,NA,8,1,2
1040,1,NA,1,NA,NA,15,23,NA,NA
1041,NA,NA,1,1,NA,7,45,2,2
1042,2,1,1,1,NA,NA,NA,NA,2
1043,1,NA,NA,2,1,NA,NA,1,NA
1044,NA,1,NA,2,NA,NA,67,NA,2
1045,NA,1,1,NA,2,NA,90,1,2
1046,2,NA,1,NA,NA,13,88,NA,2
1047,2,1,1,NA,3,2,45,NA,NA
1048,2,1,1,2,2,4,15,1,NA
1049,NA,NA,1,2,1,NA,40,1,2
1050,2,1,NA,1,NA,14,NA,NA,2
1051,2,1,1,2,NA,NA,NA,NA,2
1052,2,2,1,NA,NA,NA,NA,1,NA
1053,1,1,1,NA,2,7,36,1,NA
1054,NA,1,1,NA,NA,3,NA,1,NA
1055,2,NA,1,2,NA,12,26,NA,2
1056,2,1,1,2,2,NA,NA,NA,2
1057,NA,NA,1,1,NA,NA,53,1,NA
1058,2,NA,2,NA,NA,NA,NA,1,1
1059,NA,1,NA,NA,2,12,NA,1,NA
1060,2,NA,1,NA,1,NA,33,NA,NA
1061,2,1,NA,NA,2,NA,NA,1,NA
1062,NA,2,1,2,2,12,NA,1,NA
1063,2,NA,1,1,2,3,NA,NA,2
1064,1,NA,NA,NA,NA,NA,NA,1,NA
1065,NA,1,NA,NA,3,NA,NA,NA,NA
1066,1,1,NA,2,NA,NA,22,NA,2
1067,1,1,1,1,2,12,NA,NA,2
1068,1,NA,NA,1,NA,10,49,3,NA
1069,2,2,NA,2,2,NA,NA,NA,NA
1070,2,1,NA,NA,NA,NA,45,1,2
1071,NA,1,NA,NA,NA,16,10,1,NA
1072,2,NA,NA,1,3,15,37,NA,NA
1073,2,1,1,2,2,11,NA,NA,2
1074,NA,1,NA,NA,NA,16,41,2,2
1075,1,1,1,1,1,NA,11,NA,NA
1076,NA,1,1,2,2,9,16,1,2
1077,NA,1,1,2,NA,15,NA,NA,2
1078,2,1,NA,2,1,NA,10,NA,1
1079,NA,NA,1,NA,NA,5,NA,NA,NA
1080,2,NA,1,1,NA,3,65,1,2
1081,2,1,1,2,NA,NA,NA,1,2
1082,NA,NA,1,1,1,4,18,NA,NA
1083,NA,NA,1,1,2,5,44,NA,NA
1084,NA,NA,1,2,1,NA,14,NA,2
1085,1,NA,1,2,2,1,NA,NA,NA
1086,2,1,NA,1,1,NA,53,3,NA
1087,NA,NA,NA,NA,NA,8,NA,1,2
1088,1,1,1,2,NA,NA,10,NA,NA
1089,2,1,NA,NA,3,11,NA,NA,NA
1090,NA,1,1,2,NA,NA,NA,NA,NA
1091,NA,1,1,1,2,1,NA,NA,NA
1092,2,NA,NA,2,1,3,NA,1,2
1093,2,1,NA,NA,NA,8,NA,1,2
1094,NA,1,1,1,2,NA,89,1,NA
1095,2,1,NA,2,2,9,68,2,NA
1096,1,2,NA,1,2,6,40,NA,NA
1097,NA,NA,1,1,NA,3,66,NA,NA
1098,NA,1,1,2,2,4,26,NA,2
1099,2,1,1,1,3,10,44,3,NA
1100,NA,NA,1,NA,2,15,81,4,NA
1101,2,NA,NA,NA,NA,NA,NA,2,2
1102,2,1,1,NA,3,16,NA,1,2
1103,2,NA,2,1,3,5,37,2,2
1104,1,NA,1,NA,2,12,87,1,2
1105,2,1,NA,NA,2,NA,NA,NA,2
1106,NA,1,1,2,NA,NA,10,1,NA
1107,NA,2,1,1,2,7,NA,NA,2
1108,2,1,NA,NA,2,3,12,NA,NA
1109,1,1,NA,1,NA,16,NA,4,NA
1110,NA,NA,2,NA,3,NA,19,1,2
1111,NA,1,NA,NA,NA,13,NA,1,NA
1112,NA,1,NA,NA,NA,6,49,NA,NA
1113,NA,1,NA,NA,1,NA,18,NA,NA
1114,2,1,1,NA,2,9,39,1,2
1115,NA,1,1,NA,NA,7,77,1,NA
1116,NA,1,1,1,1,NA,49,NA,2
1117,2,NA,NA,2,NA,1,34,1,2
1118,NA,NA,NA,1,3,3,74,1,2
1119,NA,1,1,1,3,6,11,NA,2
1120,NA,NA,1,2,2,NA,52,1,2
1121,NA,NA,1,2,1,16,60,1,2
1122,1,1,NA,NA,2,NA,6,1,NA
1123,1,1,1,1,1,10,79,NA,NA
1124,2,1,NA,1,2,5,NA,1,NA
1125,2,1,1,1,2,NA,43,NA,2
1126,2,NA,1,2,NA,NA,NA,NA,2
1127,2,1,1,1,3,NA,12,NA,NA
1128,2,1,1,2,NA,10,51,NA,2
1129,1,1,1,NA,NA,9,NA,4,1
1130,2,1,1,NA,NA,7,NA,1,2
1131,2,NA,1,2,NA,NA,NA,3,2
1132,1,NA,1,1,NA,NA,NA,1,2
1133,2,1,NA,NA,NA,NA,NA,1,2
1134,NA,NA,1,NA,NA,7,NA,2,2
1135,NA,NA,NA,NA,2,16,50,NA,NA
1136,2,1,NA,2,NA,15,53,1,2
1137,2,2,NA,1,2,7,21,3,2
1138,2,1,1,NA,NA,NA,NA,3,2
1139,1,1,1,NA,NA,3,60,1,2
1140,2,2,1,2,3,12,NA,1,2
1141,2,1,NA,2,2,NA,79,1,NA
1142,2,NA,1,NA,1,12,61,4,2
1143,NA,1,NA,NA,NA,NA,53,1,NA
1144,NA,NA,NA,2,NA,13,20,3,NA
1145,1,1,1,NA,NA,14,12,1,NA
1146,2,1,NA,1,1,NA,85,3,2
1147,NA,1,NA,NA,2,9,NA,1,1
1148,2,1,1,1,2,2,39,NA,2
1149,2,1,1,2,2,NA,NA,1,2
1150,1,NA,1,1,3,7,28,1,NA
1151,2,NA,1,NA,1,NA,15,4,2
1152,NA,1,1,1,NA,15,85,NA,2
1153,NA,2,1,2,NA,NA,NA,1,2
1154,2,1,1,1,2,NA,44,NA,2
1155,NA,1,2,2,1,4,NA,1,2
1156,2,NA,1,2,1,NA,42,1,2
1157,NA,2,1,1,1,9,7,NA,NA
1158,NA,1,1,2,NA,4,72,1,2
1159,1,1,1,2,2,6,NA,1,2
1160,2,NA,NA,NA,NA,NA,NA,NA,NA
1161,2,1,1,NA,1,14,NA,NA,NA
1162,2,NA,NA,NA,3,16,72,1,NA
1163,NA,1,NA,2,1,NA,72,NA,2
1164,2,1,NA,1,3,6,3,1,NA
1165,NA,1,1,1,1,NA,NA,1,2
1166,NA,1,1,NA,2,8,7,4,2
