"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1_sim","res_2_sim","dem_1_sim","dem_2_sim","dem_3_sim"
588,1,1,1,NA,2,13,NA,1,2
589,NA,NA,1,NA,NA,NA,63,1,NA
590,1,1,1,2,1,10,48,2,NA
591,1,2,1,1,2,8,NA,NA,2
592,NA,1,1,NA,NA,NA,NA,1,NA
593,2,NA,NA,1,2,NA,NA,1,NA
594,NA,NA,1,2,3,NA,NA,NA,2
595,1,1,NA,NA,2,7,19,NA,NA
596,1,NA,NA,NA,NA,NA,NA,1,2
597,2,NA,NA,NA,2,NA,NA,2,2
598,NA,1,1,2,3,NA,32,NA,2
599,NA,1,NA,1,NA,NA,60,1,2
600,2,NA,1,2,1,9,48,1,NA
601,NA,NA,1,NA,3,NA,20,NA,2
602,2,NA,1,2,NA,12,35,NA,NA
603,1,1,1,2,NA,14,15,1,2
604,2,1,1,1,2,14,NA,1,2
605,NA,NA,NA,1,NA,7,62,NA,NA
606,2,NA,1,1,1,NA,6,4,NA
607,1,NA,1,1,NA,14,NA,NA,2
608,NA,NA,NA,1,2,2,NA,NA,NA
609,1,1,NA,1,NA,1,7,NA,NA
610,2,NA,1,NA,NA,NA,NA,1,2
611,2,1,NA,1,2,10,NA,1,2
612,2,1,1,1,1,4,60,1,2
613,2,NA,1,NA,NA,NA,63,3,NA
614,2,1,NA,1,2,15,89,1,2
615,1,1,NA,NA,NA,12,NA,NA,NA
616,2,1,1,NA,NA,7,77,NA,NA
617,2,1,1,2,NA,NA,28,NA,2
618,NA,1,NA,2,2,NA,NA,1,2
619,1,NA,1,1,NA,15,NA,1,NA
620,1,NA,1,NA,3,NA,NA,1,2
621,2,NA,NA,NA,NA,2,40,2,2
622,NA,1,1,1,2,3,42,NA,NA
623,1,1,1,2,NA,NA,NA,2,NA
624,2,NA,NA,NA,NA,3,1,1,2
625,2,1,1,NA,1,NA,NA,3,2
626,NA,NA,1,2,1,16,43,1,2
627,NA,1,1,NA,2,16,75,NA,NA
628,NA,1,NA,NA,2,2,67,1,NA
629,NA,NA,NA,1,1,NA,9,1,2
630,NA,1,NA,2,NA,NA,14,NA,NA
631,2,NA,1,1,NA,NA,NA,NA,2
632,2,1,1,2,NA,8,69,NA,2
633,NA,1,1,2,3,9,NA,1,2
634,2,NA,1,1,NA,3,NA,1,2
635,2,1,NA,2,2,NA,85,1,2
636,1,NA,NA,2,NA,7,21,NA,1
637,2,NA,NA,NA,1,11,NA,NA,2
638,1,1,1,NA,1,7,34,NA,2
639,2,NA,2,2,2,NA,NA,1,NA
640,1,NA,1,NA,3,15,NA,1,NA
641,NA,1,1,2,1,NA,42,NA,NA
642,NA,1,1,NA,2,NA,NA,1,2
643,2,NA,NA,2,1,NA,61,2,2
644,NA,1,NA,NA,NA,NA,NA,1,NA
645,NA,1,1,1,NA,4,NA,1,NA
646,1,NA,NA,1,NA,12,36,2,2
647,1,1,1,2,2,NA,66,1,NA
648,2,NA,NA,1,2,NA,NA,4,NA
649,2,NA,2,2,2,2,NA,NA,NA
650,2,NA,1,NA,NA,NA,NA,NA,NA
651,NA,NA,2,2,NA,1,NA,NA,2
652,1,NA,1,NA,NA,NA,30,2,2
653,NA,NA,1,1,2,2,13,NA,NA
654,2,1,NA,1,2,3,NA,2,NA
655,1,1,1,NA,2,NA,11,1,2
656,2,1,NA,NA,2,NA,50,3,2
657,NA,1,1,NA,NA,3,8,NA,2
658,NA,1,NA,NA,NA,1,12,NA,1
659,2,1,NA,1,1,12,NA,NA,2
660,NA,1,NA,NA,2,NA,72,NA,NA
661,2,1,1,NA,1,NA,NA,1,NA
662,2,NA,1,1,NA,16,NA,2,NA
663,1,NA,1,NA,2,8,2,NA,2
664,2,NA,NA,1,3,14,NA,1,NA
665,NA,1,NA,1,3,14,26,NA,2
666,NA,1,1,1,3,1,80,NA,2
667,2,1,NA,2,2,NA,8,2,NA
668,2,1,1,NA,2,15,70,1,NA
669,NA,1,1,1,NA,NA,NA,1,NA
670,2,1,NA,2,2,16,NA,NA,2
671,NA,NA,1,2,1,16,35,1,2
672,NA,1,1,1,NA,3,36,2,2
673,NA,1,NA,1,3,4,45,1,NA
674,2,NA,1,2,NA,11,9,NA,2
675,1,2,1,1,NA,NA,41,1,NA
676,NA,NA,1,1,2,NA,19,NA,2
677,NA,1,1,NA,2,7,NA,NA,2
678,2,NA,1,2,2,9,68,3,NA
679,NA,1,1,NA,1,4,82,1,NA
680,2,1,1,2,3,16,61,4,2
681,2,1,1,2,NA,4,47,NA,2
682,2,NA,NA,NA,2,NA,NA,1,NA
683,2,NA,NA,1,NA,NA,NA,1,NA
684,2,NA,1,NA,NA,4,62,1,2
685,NA,1,NA,NA,1,11,12,NA,2
686,NA,1,1,NA,NA,16,10,NA,2
687,2,1,NA,NA,2,NA,18,2,NA
688,1,NA,NA,NA,3,NA,6,1,2
689,2,2,1,1,3,9,NA,NA,2
690,1,1,1,NA,NA,9,14,3,NA
691,1,1,1,1,2,16,58,2,2
692,1,1,1,NA,1,NA,20,NA,2
693,NA,NA,1,NA,NA,NA,31,2,NA
694,NA,1,1,NA,2,16,59,1,2
695,NA,1,1,NA,1,1,82,1,2
696,2,NA,2,1,2,10,28,2,2
697,2,1,NA,2,NA,4,69,NA,2
698,NA,NA,NA,2,1,3,58,NA,2
699,NA,NA,1,1,2,NA,56,NA,NA
700,NA,1,1,NA,2,15,6,1,2
701,2,NA,1,NA,2,3,6,NA,2
702,NA,NA,1,1,2,8,NA,NA,2
703,2,1,1,NA,NA,8,33,2,2
704,1,1,1,1,2,12,NA,2,NA
705,NA,NA,1,2,3,4,42,NA,2
706,NA,1,1,NA,1,15,57,1,NA
707,2,1,1,2,1,11,79,NA,NA
708,2,2,1,NA,NA,NA,51,NA,NA
709,2,1,NA,2,NA,12,51,1,NA
710,NA,NA,NA,NA,1,5,28,4,NA
711,2,1,1,1,1,9,NA,1,2
712,1,1,NA,1,NA,12,NA,NA,NA
713,2,1,1,NA,1,9,NA,1,2
714,NA,1,NA,NA,2,NA,51,1,2
715,NA,1,NA,NA,NA,10,0,1,2
716,2,NA,1,NA,2,8,49,1,2
717,2,NA,1,1,2,7,62,NA,2
718,2,1,1,NA,3,5,NA,NA,NA
719,2,1,1,NA,NA,NA,NA,NA,2
720,2,1,1,1,2,5,6,3,2
721,1,1,1,NA,NA,NA,NA,2,2
722,NA,1,1,NA,NA,9,81,1,1
723,2,NA,NA,NA,1,10,16,1,2
724,NA,1,1,2,2,2,15,2,2
725,1,1,NA,NA,3,NA,NA,1,NA
726,NA,NA,NA,NA,3,NA,39,1,2
727,NA,NA,NA,2,NA,11,NA,1,NA
728,2,NA,1,NA,1,11,5,NA,1
729,2,1,1,2,2,NA,NA,NA,2
730,2,1,1,1,NA,12,NA,NA,NA
731,NA,2,1,1,NA,2,1,1,2
732,2,1,1,1,2,5,38,NA,2
733,2,1,NA,NA,3,14,NA,1,NA
734,2,1,NA,NA,NA,12,NA,1,NA
735,NA,1,1,NA,NA,16,NA,3,NA
736,NA,NA,NA,2,2,6,19,1,2
737,NA,NA,NA,2,2,NA,83,3,NA
738,NA,2,1,NA,NA,4,NA,1,1
739,NA,NA,2,2,NA,1,NA,1,NA
740,NA,1,1,NA,3,14,11,2,NA
741,2,1,NA,2,1,9,25,1,2
742,NA,1,1,NA,2,NA,19,1,NA
743,2,1,1,2,3,8,NA,NA,2
744,NA,NA,1,1,NA,3,NA,NA,2
745,NA,1,1,1,2,NA,19,NA,2
746,2,NA,NA,1,2,15,NA,NA,NA
747,NA,1,1,NA,3,16,12,NA,NA
748,2,NA,1,1,2,9,31,1,NA
749,1,1,1,1,2,NA,80,NA,2
750,NA,NA,1,2,2,11,NA,2,2
751,1,1,1,1,NA,NA,14,1,2
752,2,1,1,NA,NA,NA,90,NA,NA
753,1,NA,NA,2,NA,NA,NA,4,NA
754,NA,1,NA,2,NA,6,5,1,NA
755,NA,1,1,1,1,NA,22,NA,2
756,NA,1,1,2,2,3,3,1,NA
757,1,1,1,2,NA,13,69,1,2
758,NA,1,1,2,NA,NA,8,4,NA
759,NA,NA,1,2,3,5,NA,1,NA
760,NA,NA,1,1,1,NA,NA,3,1
761,2,1,1,NA,2,11,NA,1,2
762,1,NA,1,NA,1,15,7,1,NA
763,2,2,NA,2,3,8,69,1,2
764,2,1,NA,1,1,1,NA,1,2
765,NA,1,1,2,NA,NA,1,NA,2
766,2,1,1,NA,1,16,NA,NA,2
767,2,1,1,NA,2,NA,NA,NA,2
768,1,NA,1,NA,2,NA,NA,2,2
769,1,1,1,1,NA,9,NA,1,2
770,2,1,1,NA,NA,NA,34,2,2
771,NA,NA,1,1,NA,NA,30,1,2
772,1,1,1,NA,1,13,19,NA,1
773,1,NA,1,1,1,10,17,2,NA
774,1,1,1,2,2,NA,56,1,2
775,2,1,1,NA,3,NA,24,NA,NA
776,1,NA,1,NA,NA,6,30,NA,NA
777,2,2,1,2,NA,7,4,NA,2
778,NA,2,1,1,2,14,NA,1,2
779,1,1,NA,NA,2,7,26,1,NA
780,2,NA,1,NA,1,16,NA,NA,NA
781,2,NA,1,NA,3,6,NA,1,NA
782,NA,1,NA,NA,NA,NA,90,1,NA
783,2,1,1,NA,3,15,NA,NA,2
784,2,1,NA,1,3,10,78,3,2
785,2,1,1,NA,NA,NA,3,NA,2
786,1,1,1,2,NA,1,78,NA,2
787,NA,1,NA,2,2,1,NA,NA,2
788,NA,1,1,2,2,1,82,1,NA
789,1,1,NA,2,NA,14,NA,1,2
790,NA,1,1,NA,2,NA,17,NA,1
791,NA,1,NA,NA,NA,5,77,NA,NA
792,NA,NA,NA,2,1,NA,NA,NA,2
793,1,NA,NA,NA,NA,NA,78,NA,NA
794,2,1,1,NA,1,NA,NA,NA,2
795,NA,2,NA,NA,NA,14,40,NA,2
796,NA,1,NA,NA,NA,11,89,1,2
797,2,1,1,NA,1,NA,NA,1,2
798,NA,2,NA,2,NA,NA,NA,1,2
799,NA,NA,1,NA,NA,NA,86,1,2
800,2,1,NA,1,NA,3,NA,1,NA
801,NA,1,NA,NA,2,NA,NA,3,NA
802,1,1,NA,NA,1,NA,24,3,2
803,NA,NA,1,2,2,1,13,1,2
804,2,1,1,NA,NA,7,61,1,2
805,2,NA,NA,1,1,NA,32,1,2
806,1,1,NA,2,3,NA,89,1,2
807,NA,1,NA,1,NA,3,5,1,2
808,2,1,1,1,1,NA,68,1,2
809,1,1,1,2,2,5,51,NA,2
810,NA,1,NA,1,1,2,17,1,NA
811,1,1,1,NA,NA,16,NA,NA,NA
812,2,1,1,1,2,8,54,2,NA
813,NA,1,1,1,NA,10,NA,1,NA
814,2,1,NA,1,2,NA,47,1,2
815,NA,1,1,NA,1,14,NA,1,NA
816,NA,1,1,1,NA,14,NA,2,NA
817,NA,NA,1,1,1,9,52,NA,2
818,2,1,NA,1,1,3,48,NA,2
819,1,1,NA,NA,NA,16,83,1,NA
820,2,NA,1,2,2,NA,NA,1,2
821,2,1,1,1,1,8,76,2,NA
822,2,1,NA,1,1,1,NA,NA,NA
823,2,1,NA,2,3,NA,NA,NA,2
824,1,1,1,1,NA,3,10,1,NA
825,2,1,NA,NA,NA,4,NA,NA,2
826,2,1,1,NA,NA,6,59,NA,2
827,NA,NA,1,1,2,2,50,NA,1
828,2,1,1,2,3,NA,NA,1,NA
829,2,1,1,NA,NA,NA,NA,1,2
830,2,NA,1,1,NA,NA,84,1,NA
831,1,1,1,1,2,NA,NA,2,2
832,1,NA,NA,NA,1,NA,66,NA,2
833,NA,NA,1,NA,2,NA,NA,3,2
834,2,NA,1,NA,3,14,40,NA,2
835,2,1,NA,NA,NA,8,58,1,2
836,NA,1,NA,2,2,11,86,NA,2
837,1,1,NA,1,NA,15,1,1,NA
838,1,1,1,NA,NA,8,5,NA,2
839,NA,1,NA,2,3,13,NA,NA,2
840,NA,1,1,NA,1,13,61,NA,NA
841,2,NA,NA,1,2,4,47,NA,2
842,NA,2,1,NA,NA,13,NA,1,2
843,2,1,NA,2,2,NA,47,1,2
844,2,1,NA,2,NA,NA,50,NA,2
845,1,1,1,NA,2,NA,69,1,NA
846,2,1,NA,2,1,8,NA,1,NA
847,NA,2,1,NA,NA,4,25,1,2
848,2,1,NA,NA,NA,NA,NA,1,2
849,2,1,NA,NA,NA,7,35,1,2
850,1,NA,1,1,NA,NA,87,1,NA
851,1,NA,1,2,2,NA,NA,NA,NA
852,1,NA,1,2,1,NA,0,1,NA
853,NA,1,1,1,NA,NA,NA,1,2
854,NA,1,NA,1,1,5,NA,NA,NA
855,2,NA,1,NA,3,16,NA,NA,2
856,1,NA,1,2,2,10,41,1,NA
857,NA,1,1,NA,2,12,59,3,2
858,1,2,1,NA,2,NA,15,1,2
859,2,1,1,1,NA,16,NA,3,2
860,1,NA,1,NA,3,12,7,3,1
861,1,1,NA,NA,3,15,24,3,NA
862,2,NA,NA,NA,NA,11,43,NA,2
863,1,NA,1,2,1,7,NA,1,2
864,1,NA,1,2,NA,NA,NA,NA,NA
865,2,1,1,1,1,2,43,NA,NA
866,NA,1,1,1,NA,NA,20,NA,2
867,NA,2,1,NA,NA,8,16,NA,2
868,2,1,1,NA,NA,13,58,1,NA
869,2,1,NA,1,NA,4,89,1,1
870,2,NA,NA,NA,NA,14,NA,1,NA
871,2,1,NA,2,NA,NA,51,NA,2
872,2,1,1,1,2,NA,1,NA,NA
873,2,1,NA,NA,1,NA,NA,NA,2
874,2,1,1,1,3,6,57,1,2
875,2,NA,1,1,NA,12,85,1,2
876,1,NA,1,2,NA,NA,68,NA,NA
877,2,1,NA,1,3,16,79,NA,2
878,2,NA,1,2,NA,8,NA,1,2
879,2,1,NA,2,3,NA,54,1,NA
880,1,1,1,NA,2,NA,40,NA,2
881,2,1,NA,2,NA,12,55,1,NA
882,2,1,1,1,2,NA,NA,NA,2
883,2,2,1,2,2,11,0,1,NA
884,1,1,1,2,2,15,61,NA,NA
885,NA,NA,NA,NA,1,12,NA,1,2
886,1,1,NA,NA,NA,NA,NA,NA,2
887,1,1,1,NA,NA,NA,67,NA,NA
888,NA,1,NA,NA,2,4,9,NA,2
889,NA,NA,NA,2,NA,NA,64,NA,NA
890,NA,NA,1,NA,3,12,NA,NA,2
891,NA,NA,NA,NA,NA,NA,NA,3,2
892,2,1,1,2,2,10,7,1,NA
893,NA,NA,1,NA,1,NA,NA,1,2
894,NA,NA,1,NA,1,8,69,1,NA
895,1,1,1,1,NA,NA,NA,NA,NA
896,2,1,1,NA,1,12,59,1,2
897,NA,NA,1,2,2,NA,NA,NA,NA
898,1,1,1,NA,2,NA,NA,NA,2
899,NA,NA,NA,NA,NA,12,NA,1,2
900,1,NA,2,1,2,7,NA,NA,2
901,2,2,NA,NA,1,NA,42,1,2
902,2,1,1,NA,NA,12,44,4,2
903,2,NA,NA,NA,NA,NA,16,NA,2
904,2,NA,NA,NA,2,16,NA,NA,NA
905,1,1,1,NA,NA,NA,NA,NA,1
906,1,NA,NA,1,NA,11,64,2,2
907,1,1,1,NA,1,NA,43,4,NA
908,2,NA,1,1,1,3,29,1,2
909,NA,1,NA,NA,1,NA,NA,1,NA
910,NA,NA,NA,1,2,NA,NA,1,NA
911,2,NA,NA,NA,NA,3,67,1,NA
912,2,2,1,NA,2,NA,NA,3,2
913,1,2,NA,NA,NA,NA,86,2,NA
914,1,1,NA,1,1,3,15,NA,2
915,1,NA,NA,NA,3,NA,NA,4,2
916,NA,NA,1,NA,NA,NA,31,NA,NA
917,2,1,1,2,3,15,51,NA,NA
918,1,1,1,NA,2,3,90,NA,2
919,1,NA,NA,NA,3,10,NA,2,NA
920,NA,NA,1,NA,NA,NA,NA,1,2
921,NA,1,1,2,2,NA,NA,1,2
922,NA,1,NA,NA,NA,1,NA,1,2
923,NA,1,1,NA,NA,NA,9,1,2
924,2,1,1,NA,1,NA,NA,1,2
925,NA,1,NA,NA,2,11,29,2,NA
926,1,2,1,NA,NA,9,NA,NA,2
927,1,1,1,NA,NA,NA,NA,4,2
928,NA,NA,1,NA,2,NA,NA,1,2
929,NA,1,NA,1,2,NA,31,NA,2
930,2,1,1,2,2,NA,NA,NA,1
931,2,1,1,1,2,2,12,1,NA
932,2,NA,1,1,NA,NA,NA,NA,1
933,2,1,1,2,NA,NA,49,NA,NA
934,2,1,1,NA,2,14,48,NA,NA
935,NA,NA,1,NA,NA,NA,NA,NA,2
936,NA,1,NA,2,NA,NA,NA,NA,2
937,2,NA,1,NA,3,NA,47,1,NA
938,NA,NA,NA,1,2,9,NA,NA,NA
939,NA,2,NA,1,2,NA,7,NA,NA
940,2,1,1,1,2,NA,29,1,NA
941,2,NA,1,NA,1,13,NA,NA,NA
942,1,1,2,2,1,6,31,NA,NA
943,1,1,1,2,1,8,30,1,NA
944,1,NA,NA,2,3,9,64,NA,NA
945,NA,1,NA,NA,2,NA,66,NA,NA
946,1,2,NA,2,NA,NA,NA,3,2
947,NA,NA,NA,1,2,16,NA,2,NA
948,NA,1,1,2,3,11,62,1,NA
949,1,2,NA,2,1,9,20,NA,2
950,1,1,1,NA,NA,7,60,1,2
951,NA,2,1,NA,2,NA,19,NA,2
952,2,NA,1,2,1,2,88,1,2
953,2,NA,NA,2,3,NA,57,2,2
954,2,NA,NA,NA,1,8,34,1,2
955,1,1,1,2,2,NA,NA,1,2
956,NA,1,1,2,3,10,51,NA,2
957,NA,NA,1,NA,3,16,NA,3,NA
958,2,1,1,1,NA,14,18,1,NA
959,NA,NA,1,1,2,14,38,NA,NA
960,NA,1,1,2,1,7,NA,NA,2
961,2,1,2,NA,2,10,84,3,NA
962,NA,1,NA,NA,NA,NA,15,NA,2
963,1,NA,NA,1,NA,15,15,NA,2
964,NA,NA,1,NA,NA,NA,NA,NA,2
965,2,1,1,NA,3,NA,NA,1,2
966,NA,1,NA,2,2,15,19,NA,2
967,2,NA,1,NA,1,NA,NA,2,2
968,2,1,1,1,1,NA,5,NA,1
969,NA,NA,NA,NA,NA,6,NA,NA,1
970,NA,NA,NA,2,NA,6,44,NA,2
971,2,NA,NA,2,2,NA,67,2,NA
972,2,NA,1,2,NA,14,33,1,2
973,2,1,1,NA,NA,NA,32,NA,NA
974,1,1,1,2,NA,NA,65,NA,2
975,2,1,1,NA,2,NA,11,NA,NA
976,NA,1,NA,2,NA,15,34,2,2
977,NA,1,1,1,1,12,51,NA,2
978,NA,1,1,2,3,NA,8,1,NA
979,1,1,1,2,2,6,NA,1,NA
980,2,1,2,2,3,10,NA,NA,2
981,2,1,2,1,NA,NA,26,1,2
982,NA,NA,1,NA,1,7,NA,NA,2
983,NA,NA,1,NA,NA,13,36,2,NA
984,NA,NA,NA,NA,NA,5,89,NA,2
985,2,2,1,NA,NA,NA,36,4,NA
986,NA,NA,1,NA,NA,7,NA,1,NA
987,1,1,NA,2,2,NA,72,NA,2
988,2,1,1,NA,NA,16,NA,4,2
989,NA,NA,NA,2,3,NA,NA,1,NA
990,2,1,1,2,2,16,50,1,NA
991,2,NA,1,NA,2,12,9,1,NA
992,2,NA,NA,2,1,NA,66,NA,NA
993,NA,1,NA,2,NA,NA,89,NA,NA
994,2,1,1,NA,2,9,NA,NA,2
995,2,NA,NA,NA,2,16,18,1,2
996,2,1,1,1,NA,4,NA,1,2
997,NA,1,NA,NA,NA,NA,37,2,2
998,2,NA,NA,1,NA,NA,68,1,2
999,NA,1,2,NA,1,14,41,NA,2
1000,1,NA,1,NA,2,13,NA,4,2
1001,2,NA,1,1,2,8,87,NA,2
1002,2,1,1,1,NA,1,NA,4,NA
1003,1,NA,NA,NA,1,3,22,NA,NA
1004,2,2,1,1,2,7,NA,1,2
1005,NA,NA,1,2,NA,4,NA,1,2
1006,NA,2,NA,NA,2,NA,6,1,2
1007,2,1,NA,NA,3,14,NA,1,NA
1008,NA,NA,NA,2,NA,8,NA,2,NA
1009,NA,1,NA,NA,NA,7,29,3,2
1010,1,NA,1,2,NA,1,72,1,NA
1011,2,2,1,2,3,4,NA,2,NA
1012,NA,1,NA,NA,NA,NA,NA,1,NA
1013,NA,1,1,NA,NA,6,1,NA,2
1014,2,1,NA,NA,2,NA,NA,1,NA
1015,2,1,1,1,NA,6,NA,NA,2
1016,2,2,NA,2,NA,6,NA,NA,2
1017,NA,NA,NA,2,1,9,4,NA,NA
1018,2,1,1,1,2,3,42,1,2
1019,NA,2,1,1,1,10,85,1,2
1020,NA,1,1,2,3,NA,13,1,2
1021,2,NA,NA,2,2,13,72,NA,2
1022,2,NA,NA,NA,1,NA,NA,NA,2
1023,NA,1,1,2,2,10,26,1,NA
1024,2,1,1,NA,2,6,NA,1,2
1025,1,NA,1,NA,NA,NA,NA,3,2
1026,1,NA,NA,2,NA,4,NA,1,2
1027,NA,1,NA,NA,2,NA,26,NA,2
1028,2,1,NA,2,3,9,NA,NA,2
1029,2,1,NA,2,NA,NA,NA,NA,2
1030,NA,2,1,2,NA,10,3,NA,NA
1031,2,1,2,2,1,9,84,1,1
1032,NA,NA,NA,1,1,14,NA,1,2
1033,2,1,NA,2,2,NA,NA,NA,2
1034,2,NA,NA,NA,NA,2,43,1,NA
1035,2,1,1,2,NA,NA,NA,1,2
1036,2,1,2,2,2,7,71,1,2
1037,1,NA,1,NA,1,NA,27,1,2
1038,1,1,1,1,2,8,NA,NA,NA
1039,NA,NA,NA,NA,NA,14,8,NA,2
1040,1,NA,NA,1,NA,15,NA,1,2
1041,2,1,NA,NA,2,NA,45,2,2
1042,NA,1,1,1,1,NA,NA,1,NA
1043,1,1,1,NA,NA,10,13,NA,NA
1044,NA,1,NA,2,NA,14,NA,1,NA
1045,NA,1,NA,1,2,NA,NA,NA,2
1046,NA,NA,1,NA,3,NA,NA,1,2
1047,NA,1,1,1,3,NA,45,1,2
1048,NA,1,1,2,2,4,15,1,2
1049,2,NA,NA,NA,1,2,40,NA,2
1050,NA,1,1,NA,NA,14,NA,NA,NA
1051,2,1,1,2,2,NA,87,NA,2
1052,2,2,1,1,3,NA,NA,NA,NA
1053,NA,1,1,1,2,NA,36,1,2
1054,NA,NA,1,2,NA,3,NA,1,NA
1055,NA,NA,NA,2,2,NA,NA,NA,2
1056,NA,1,1,2,2,12,38,NA,NA
1057,2,NA,1,1,2,10,NA,NA,2
1058,2,NA,2,NA,2,NA,NA,NA,2
1059,2,1,NA,1,NA,NA,23,NA,2
1060,NA,1,NA,2,1,NA,NA,NA,2
1061,2,NA,1,1,NA,NA,37,NA,NA
1062,NA,NA,1,2,2,12,84,NA,2
1063,NA,1,NA,1,2,3,64,NA,NA
1064,1,1,NA,2,NA,NA,NA,NA,2
1065,1,1,NA,1,NA,NA,72,NA,2
1066,1,1,1,NA,3,NA,22,NA,2
1067,1,1,1,1,2,12,85,1,NA
1068,1,1,NA,NA,NA,10,NA,3,2
1069,2,NA,1,NA,2,16,35,NA,NA
1070,2,1,1,NA,NA,NA,45,NA,2
1071,NA,NA,NA,2,NA,NA,NA,1,2
1072,NA,1,1,NA,3,15,37,1,2
1073,2,1,1,2,2,11,10,1,NA
1074,1,NA,NA,2,NA,NA,NA,2,2
1075,NA,1,1,1,1,14,11,NA,2
1076,1,1,NA,2,2,9,16,1,2
1077,1,1,NA,2,1,NA,4,NA,2
1078,NA,1,NA,2,1,10,NA,1,2
1079,2,1,NA,NA,NA,NA,12,1,NA
1080,NA,NA,1,1,1,NA,65,1,2
1081,NA,NA,1,2,2,9,NA,NA,NA
1082,NA,NA,NA,1,1,4,18,1,NA
1083,NA,NA,1,NA,2,5,44,1,NA
1084,NA,1,NA,NA,1,12,NA,NA,2
1085,1,NA,1,NA,2,1,69,1,NA
1086,2,1,1,NA,NA,15,53,NA,2
1087,2,NA,1,NA,3,NA,NA,1,NA
1088,1,1,1,2,1,15,NA,NA,NA
1089,2,1,1,NA,NA,11,47,1,NA
1090,NA,1,NA,2,2,NA,59,NA,NA
1091,1,1,NA,1,2,1,27,1,NA
1092,2,1,1,NA,1,3,81,1,NA
1093,NA,1,1,1,NA,8,NA,NA,2
1094,1,1,NA,1,2,9,NA,1,2
1095,2,1,1,NA,2,9,68,2,2
1096,1,2,1,1,NA,6,40,NA,NA
1097,NA,NA,NA,NA,2,NA,NA,1,2
1098,2,1,NA,2,2,4,26,1,NA
1099,NA,1,1,1,3,10,44,3,2
1100,NA,1,NA,NA,NA,NA,81,4,2
1101,2,NA,1,NA,NA,7,NA,NA,NA
1102,2,1,1,2,NA,16,54,1,NA
1103,2,2,NA,1,3,5,37,2,2
1104,1,1,1,NA,NA,NA,87,1,2
1105,2,1,1,2,NA,NA,7,1,NA
1106,NA,NA,NA,2,2,7,NA,NA,2
1107,2,NA,1,1,2,NA,7,1,NA
1108,2,1,1,1,NA,NA,12,1,2
1109,1,1,1,NA,1,16,NA,NA,NA
1110,1,NA,NA,NA,3,NA,19,NA,2
1111,1,NA,1,NA,NA,13,NA,1,NA
1112,NA,NA,1,NA,NA,6,NA,2,2
1113,2,1,NA,1,NA,NA,18,NA,2
1114,NA,NA,1,1,NA,NA,39,1,2
1115,2,1,NA,1,NA,7,77,1,1
1116,1,NA,NA,1,1,9,49,NA,NA
1117,NA,1,1,NA,NA,NA,NA,1,2
1118,NA,NA,NA,NA,NA,3,74,1,1
1119,1,1,NA,1,3,6,11,1,NA
1120,NA,NA,1,NA,2,1,52,NA,1
1121,2,NA,NA,2,1,16,60,1,2
1122,1,1,1,2,NA,NA,NA,1,2
1123,1,1,1,1,NA,10,79,1,2
1124,NA,NA,1,NA,2,5,67,1,NA
1125,NA,1,1,1,2,9,43,NA,2
1126,NA,NA,1,NA,2,5,NA,NA,NA
1127,NA,1,1,1,3,6,12,NA,2
1128,2,1,1,2,3,10,NA,1,2
1129,1,1,1,2,NA,NA,NA,NA,2
1130,NA,NA,1,2,1,NA,20,1,NA
1131,2,NA,1,NA,2,NA,NA,NA,NA
1132,1,NA,NA,1,1,10,NA,NA,NA
1133,2,NA,1,NA,NA,NA,39,NA,1
1134,2,NA,NA,2,2,NA,NA,NA,NA
1135,NA,NA,NA,NA,NA,NA,50,1,2
1136,2,1,1,2,NA,NA,53,1,2
1137,NA,2,1,NA,2,7,21,3,2
1138,2,1,1,1,3,NA,NA,NA,2
1139,NA,1,1,2,NA,NA,60,1,1
1140,2,NA,1,2,3,12,77,1,NA
1141,NA,1,1,NA,NA,10,79,NA,2
1142,NA,1,1,NA,NA,12,61,4,2
1143,NA,1,NA,2,NA,NA,53,NA,2
1144,1,1,NA,2,NA,13,NA,3,2
1145,NA,1,1,2,3,NA,12,1,2
1146,2,1,1,NA,1,15,85,NA,1
1147,1,NA,NA,NA,NA,9,40,1,NA
1148,2,1,1,1,2,2,39,1,NA
1149,2,1,1,2,2,5,87,NA,NA
1150,NA,1,1,NA,3,NA,28,1,2
1151,2,1,NA,1,1,NA,15,NA,2
1152,2,NA,NA,1,2,15,NA,1,2
1153,2,2,NA,2,1,16,NA,NA,2
1154,NA,1,1,1,2,NA,44,NA,NA
1155,NA,1,NA,2,1,4,39,NA,NA
1156,2,1,1,NA,1,11,NA,1,2
1157,NA,2,NA,1,1,9,7,1,NA
1158,NA,1,NA,2,2,NA,72,1,2
1159,1,1,1,2,2,6,38,NA,NA
1160,2,1,1,NA,NA,NA,NA,1,NA
1161,NA,1,1,2,1,NA,64,NA,NA
1162,2,1,NA,2,NA,NA,72,1,2
1163,2,NA,NA,NA,1,14,72,NA,2
1164,2,1,1,NA,3,6,3,1,2
1165,1,1,NA,1,1,7,63,NA,NA
1166,2,NA,1,1,NA,8,7,4,2
1167,1,NA,1,2,NA,NA,10,3,NA
1168,NA,1,1,2,NA,9,3,1,NA
1169,NA,2,NA,NA,2,9,82,1,NA
1170,1,1,1,1,1,NA,NA,NA,NA
1171,NA,1,1,2,NA,15,NA,1,NA
